Text	Predicted Label Correct Label
" wie bei jeder entscheidung fur eine sanierungsmaßnahme gehort neben der konstruktion auch die auswahl des werkstoffs dazu. das kann aus historischer und denkmalgerechter sicht das gleiche „ alte “ material oder auch neuzeitliches sein. neben technischwirtschaftlichen und denkmalpflegerischen aspekten spielen auch strukturelle ( gliedern, profilieren, teilen ) und assoziative ( vorstellung, visionen ) faktoren eine rolle. allerdings ist zu berucksichtigen, dass keiner dieser gesichtspunkte allein ausschlaggebend sein kann, wenn es um die entscheidung fur einen werkstoff geht. sie uberlagern und beeinflussen sich in der praxis. " [SEP]	0	0
" beim typ - 2 - diabetes mellitus handelt es sich um eine erkrankung, die schatzungsweise 8 – 9 % der deutschen bevolkerung betrifft. bedingt durch erhohte blutglukosewerte kommt es zu akuten und chronischen komplikationen, die nur durch eine konsequente uberwachung und therapie verhindert werden konnen. dabei spielen der lebensstil und das eigenengagement der patienten wichtige rollen. zusatzlich kommt es in allen bereichen der stationaren versorgung zu einer zunehmenden zahl von patienten mit der nebendiagnose diabetes mellitus. glukoseentgleisungen sind bei operativen eingriffen mit erhohten wundinfektionen und anderen komplikationen assoziiert. ein konsequentes diabetes - monitoring ist jedoch mit den aktuellen strukturen nicht moglich. die telediabetologie ist ein neuer fachbereich, der patienten bei der uberwachung und dem management von relevanten gesundheitsparametern unterstutzt sowie eine hilfe bei der umstellung von lebensstilanderungen ist. damit wird eine individualisierte diabetestherapie bei begrenzten ressourcen ermoglicht. zusatzlich kann mit der telediabetologischen betreuung ein systematisches diabetes - monitoring in der betreuung von stationaren patienten gewahrleistet werden. in dieser ubersichtsarbeit werden die aktuellen publikationen zum thema telediabetologie zusammengefasst und auch projekte in deutschland vorgestellt. " [SEP]	0	0
" das verhaltnis der soziologie zum handeln ( und damit soziologischer th eorie zur handlungstheorie ) ist ambivalent. bekanntlich vollzog sich die entwicklung genuin soziologischen denkens durch die uberwindung von externen reduktionismen. insbesondere die lange tradition der begrundung sozialen geschehens durch vorgebliche anthropologische eigenschaft en des menschen fuhrte zu einer kontraposition, die gesellschaft ohne den rekurs auf psychisches erklarte. seit durkheim ist die forderung, soziales ( nur ) durch soziales zu begrunden, die kernformel soziologischer argumentation. – so gesehen sind handlungen „ soziales “. die durkheim - formel unterstellt dabei, dass sie grosso modo exekutieren, was ihre soziale umwelt erwartet / vorschreibt. in hegels terminologie : handeln ist die erscheinung des sozialen. gleichzeitig ist handeln jedoch auch das nadelohr, durch das alles soziale hindurch muss – nochmal mit hegel : das wesen muss erscheinen. dabei spiegelt sich im handeln unubersehbar alles, was soziale wirk lichkeit an diff erenz, an widerspruchen, an heteronomie enthalt. handeln ist damit immer auch ein stuck unberechenbar und uberraschend. das erschwert die versuche, handeln begriff lich zu erfassen und macht uberhaupt erst eine handlungstheorie notwendig. handeln ist jedoch nicht ohne akteure denkbar. die handlungstheorie bringt daher das & mit sich – was wieder zuruckverweist auf die aus guten grunden abgelehnte begrundungsstrategie. " [SEP]	0	0
" in den vergangenen 50 jahren hat das kuratorium deutsche altershilfe ( kda ) viel erreicht. so viel, dass es sich in einem aufsatz schwerlich zusammenfassen lasst. die aktivitaten sind so umfassend wie facettenreich. alle maßnahmen, konzepte und aktivitaten lassen sich jedoch unter einem slogan zusammen - fassen : fur mehr selbstbestimmung und lebensqualitat im alter. wesentliche bemuhungen zur verwirklichung dieses slogans werden im weiteren vorge - stellt. " [SEP]	0	0
" in einer sogenannten wirbelschicht wirbelschicht ( fluidised bed ) findet eine aufwirbelung bzw. fluidisierung fluidisierung ( fluidisation ) fester partikeln, die im ruhezustand in form einer feststoffschuttung vorliegen, durch eine aufwartsgerichtete gas - oder flussigkeitsstromung statt. dieses kontaktverfahren zeigt einige besonderheiten, die fur eine reihe technischer prozesse vorteilhaft genutzt werden konnen. seit einfuhrung dieser technologie in die großtechnische produktion durch winkler im jahre 1926 zur kohlevergasung haben wirbelschichten daher einzug in eine vielzahl weiterer anwendungsbereiche gehalten. neben zahlreichen chemischen produktionsprozessen werden u. a. trocknungsverfahren und adsorptionsvorgange ebenso wie verbrennungen und biotechnologische prozesse industriell unter verwendung von wirbelschichten betrieben ( s. z. b. ( kunii, levenspiel, fluidization engineering, 1991 ). " [SEP]	0	0
" die heutige abendveranstaltung ist teil des begleitprogramms des jubilaumskongresses der deutschen gesellschaft fur soziologie, der in dieser woche in frankfurt am main stattfindet. sie richtet sich nicht nur an die kongressteilnehmerinnen und - teilnehmer, sondern auch an eine breitere stadtische offentlichkeit, die an der entwicklung der deutsch - franzosischen beziehungen interessiert ist. der kongress selbst steht unter dem motto „ transnationale vergesellschaftungen “. seine gastlander sind frankreich und die usa. " [SEP]	0	0
" das thema des ersten hauptteils war die betrachtung des dynamischen regulierungsumfelds fur das enforcement der rechnungslegung und die theoretische fundierung fur ein wirksames enforcement. dazu wurden zunachst die aktuellen konsolidierungstendenzen auf den internationalen kapitalmarkten im ersten kapitel sowie die globalen harmonisierungstendenzen im bereich der kapitalmarktorientierten rechnungslegung im zweiten kapitel dargestellt, die die rahmenbedingungen fur ein im dritten kapitel theoretisch abgeleitetes wirksames enforcement bilden, aus dem heraus der enforcement - prozess sowie dessen internationale koordinierung gestaltet werden kann. " [SEP]	0	0
" die enorme haufigkeit von jahrlich ca. 500. 000 myokardinfarkten in deutschland rechtfertigt eine besondere aufmerksamkeit. 10 – 20 % der patienten mit myokardinfarkt sterben prahospital, 5 – 10 % im krankenhaus. vor allem sind patienten im kardiogenen schock und alte patienten mit begleiterkrankungen gefahrdet. dies verlangt besondere ausbildung und schulung gerade bei den heranwachsenden arzten und arztinnen. akute infarktzeichen und das akute koronarsyndrom mussen erkannt und innerhalb von 24 h invasiv mittels herzkatheter untersucht werden. neben den ischamisch bedingten kardialen erkrankungen sind klappenfehler, endokarditis, herzinsuffizienz und kardiomyopathie sowie das cor pulmonale zu differenzieren. " [SEP]	0	0
" der grenzwert des differenzenquotienten fur ∆ x → 0 ist, falls er existiert, die steigung der tangente im punkt p 1 ( siehe abb. rechts oben ), die als ableitung der funktion an der stelle x 1 bezeichnet wird. " [SEP]	0	0
" die harninkontinenz ist immer noch eines der großten tabuthemen unserer zeit. nur etwa 15 prozent der betroffenen suchen arztliche hilfe auf, weil sie sich genieren, daruber zu sprechen. dabei leiden in osterreich 450. 000 menschen daran! jede vierte frau und jeder zehnte mann sind im laufe ihres lebens davon betroffen. richtig diagnostiziert ist die blasenschwache allerdings sehr gut behandelbar. " [SEP]	0	0
" patienten mit somatoformen syndromen sind fur psychotherapie schwer erreichbar. die spezi fische all gemeinmedizinisch - psychosomatische kurzgruppenintervention ( speziall ) ist die erste gruppenbehandlung somatoformer syndrome in der hausarztpraxis und wird gemeinsam durch hausarzt und psychosomatiker geleitet. zehn wochentliche sitzungen und 2 nachtreffen gliedern sich nach definierten therapiephasen. die behandlungsrationale betont psychodynamisch - interpersonelle, v. a. strukturbezogene aspekte und verbindet diese storungsorientiert mit kognitiv - behavioralen elementen, ressourcenaktivierung und entspannungstraining ( progressive muskelrelaxation, pmr ). interaktive statt frontaler psychoedukation ist ein leitendes prinzip. zentral ist der interaktive gruppenprozess, in dem die relevanten einflussfaktoren entlang eines beschwerdetagebuchs fokussiert und gemeinsam exploriert werden. sie werden in ein leibnah erfahrbares modell biopsychosozialer wechselwirkungen zusammengefuhrt. als neurobiologisches korrelat werden sie in ein modell der gestorten zentralnervosen prozessierung korperbezogener reize integriert. das vertiefte symptomverstandnis verbessert symptomkontrolle, selbstregulation und selbstwirksamkeit. " [SEP]	0	0
" die § § 922 ff abgb sehen auch in der seit 1. 1. 2002 geltenden fassung eine vorteilsausgleichung oder - anrechnung nicht vor. im rahmen der preisminderung ist eine vorteilsausgleichung schon deshalb nicht denkbar, weil bei der relativen berechnungsmethode nur auf das verhaltnis von preis und wert der leistung abgestellt wird. anders konnte es sein, wenn der mangel gleichzeitig zu einer wertsteigerung und einer wertminderung der sache selbst fuhrt. dann fließt auch die gleichzeitige erhohung in die berechnung der preisminderung ein. ein durch den mangel mitverursachter vermogensvorteil im sonstigen vermogen des ubernehmers kann nicht berucksichtigt werden. § § 922 ff abgb bieten keinen raum fur billigkeitserwagungen. bei zwei kaufvertragen uber zwei in unterschiedlichen grundbuchskorpern eingetragene gebaude kann auch dann, wenn der verkaufer nur beide objekte gemeinsam verkaufen wollte, nur aufgrund konkreter feststellungen davon ausgegangen werden, dass die parteien ein einheitliches vertragsobjekt wollten. " [SEP]	0	0
" der folgende beitrag untersucht den umgang russlands mit der finanz - und wirtschaftskrise und legt dabei ein besonderes augenmerk auf die politische dimension. im zusammenhang mit der gegenwartigen krise, verspricht eine analyse der russischen erfahrung drei interessante erkenntnisse. erstens ermoglicht sie ein besseres verstandnis der krise selbst. so fiel der wert der wichtigsten russischen aktienindizes von ihrem hochststand am 19. mai 2008 bis ende marz 2009 um 6o %. der rubel verlor von august 2008 bis mitte februar 2009 gegenuber dem dollar 30 % seines wertes ( clover / belton 2009 ). aus diesem grund kommen russische und auslandische analysten zum dem schluss, dass es sich bei russland neben china um das von der krise am hartesten betroffene land der welt handelt ( mau 2008 ). " [SEP]	0	0
" mit dem begriff „ sozialokologisch “ ( griech. : oikos = haus ) werden im vorliegenden zusammenhang theoretische konzepte und empirische studien charakterisiert, die das ver haltnis von individuum sowie sozialer und dinglicher umwelt zu erfassen suchen. " [SEP]	0	0
" die deckung von haut - weichteil - defekten im bereich der oberen extremitat ist haufig nach trauma und der onkologiegerechten resektion von tumoren erforderlich. der rasche und sichere wundabschluss, v. a. aber ein weichteillager zum schutz von gefaß - nerven - bahnen sowie gleitschichten fur sehnen stellen dabei die primaren anforderungen der chirurgischen therapie dar. schon wahrend im heute zu fordernden interdisziplinaren konzept die rekonstruktion funktioneller strukturen ( nerven, gefaße, funktionelle rekonstruktion etc. ) und evtl. die frakturreposition und - fixation durchgefuhrt werden, sind weichteilplastische maßnahmen zu integrieren, um ein optimales funktionelles und asthetisches outcome sicherzustellen. " [SEP]	0	0
" fur die beurteilung des wertmissverhaltnisses nach § 934 abgb ( laesio enormis ) ist auf den zeitpunkt des abschlusses des vorvertrags abzustellen. es macht keinen wesentlichen unterschied, ob eine von zwei einander gegenuberstehenden teilleistungen isd § 878 abgb unmoglich ist oder eine massive aquivalenzstorung isd § 934 abgb vorliegt. es ist daher die grundregel des § 878 s 2 abgb heranzuziehen, wonach der vertrag bei teilweiser unmoglichkeit gultig bleibt, soweit aus dem parteiwillen nichts anderes hervorgeht. sofern in diesem sinn die vereinbarte leistung nach dem parteiwillen teilbar ist, ist nicht nur dem verkurzten die teilanfechtung des vertrags zuzugestehen ; ebenso ist dem verkurzenden einzuraumen, die ersetzungsbefugnis nur zur rettung eines vertragsteils auszuuben. " [SEP]	0	0
" unter triangulation wird die verwendung verschiedener herangehensweisen verstanden, um ein und dasselbe phanomen zu analysieren und zu beschreiben ( vgl. benoit & holbert 2008 ; flick 2008 ; brewer & hunter 2006 ; paus - haase 2000 ). dabei ist es moglich, verschiedene datenquellen zu nutzen ( datentriangulation ), im rahmen der datenerhebung verschiedene methoden zu verwenden ( methodentriangulation ), die ergebnisse im lichte verschiedener theoretischer ansatze zu betrachten ( theorientriangulation ) oder die beobachtungen mehrerer wissenschaftler im rahmen einer studie systematisch zu vergleichen ( forschertriangulation ). „ vereinfacht ausgedruckt bezeichnet der begriff der triangulation, dass ein forschungsgegenstand von ( mindestens ) zwei punkten aus betrachtet – oder konstruktivistisch formuliert : konstituiert – wird “ ( flick 2008, 11 ). diese kombinationen von daten, methoden, theorien oder wissenschaftlichen beobachtern sollen es ermoglichen, die vielschichtigkeit von ( sozialen ) phanomenen und die multideterminiertheit von ( menschlichem ) verhalten angemessen zu reflektieren ( vgl. brunswik 1956 ; brunswik 1934 ). " [SEP]	0	0
